Strain Combination	Observed Ratio (%)	Simulated Mean (%)	Simulated Std Dev (%)	D Value
Mal-Mal-2,MG-MG-5	0.0	0.0	0.0	0.00
Mal-Mal-3,MG-MG-1	2.9	0.3	1.0	2.67
Mal-Mal-3,MG-MG-2	3.6	0.3	1.1	3.09
Mal-Mal-3,MG-MG-3	3.6	0.3	1.1	2.97
Mal-Mal-3,MG-MG-4	10.0	0.3	1.0	9.24
Mal-Mal-3,MG-MG-5	0.0	0.3	1.1	-0.29
Mal-Mal-4,MG-MG-1	0.0	0.0	0.2	-0.06
Mal-Mal-4,MG-MG-2	0.0	0.0	0.0	0.00
Mal-Mal-4,MG-MG-3	0.0	0.0	0.2	-0.04
Mal-Mal-4,MG-MG-4	0.0	0.1	0.6	-0.13
Mal-Mal-4,MG-MG-5	0.0	0.0	0.0	0.00
Mal-Mal-5,MG-MG-1	0.0	0.2	0.8	-0.24
Mal-Mal-5,MG-MG-2	0.0	0.2	0.8	-0.19
Mal-Mal-5,MG-MG-3	0.0	0.1	0.6	-0.14
Mal-Mal-5,MG-MG-4	0.0	0.2	0.8	-0.22
Mal-Mal-5,MG-MG-5	0.0	0.2	0.9	-0.20
Mal-Mal-1,BuOH-BuOH-1	0.0	0.1	0.8	-0.17
Mal-Mal-1,BuOH-BuOH-2	0.0	0.2	1.0	-0.20
Mal-Mal-1,BuOH-BuOH-3	0.0	0.2	0.9	-0.19
Mal-Mal-1,BuOH-BuOH-4	0.0	0.1	1.0	-0.12
Mal-Mal-1,BuOH-BuOH-5	0.0	0.2	0.9	-0.20
Mal-Mal-2,BuOH-BuOH-1	0.0	0.1	0.6	-0.11
Mal-Mal-2,BuOH-BuOH-2	0.0	0.0	0.5	-0.09
Mal-Mal-2,BuOH-BuOH-3	0.0	0.1	0.6	-0.11
Mal-Mal-2,BuOH-BuOH-4	0.0	0.1	0.9	-0.09
Mal-Mal-2,BuOH-BuOH-5	0.0	0.1	0.6	-0.13
Mal-Mal-3,BuOH-BuOH-1	3.9	0.2	1.0	3.89
Mal-Mal-3,BuOH-BuOH-2	4.0	0.2	0.9	4.27
Mal-Mal-3,BuOH-BuOH-3	3.9	0.3	1.0	3.51
Mal-Mal-3,BuOH-BuOH-4	5.9	0.2	1.0	5.59
Mal-Mal-3,BuOH-BuOH-5	3.4	0.3	1.0	3.26
Mal-Mal-4,BuOH-BuOH-1	0.0	0.0	0.4	-0.08
Mal-Mal-4,BuOH-BuOH-2	0.0	0.1	0.8	-0.12
Mal-Mal-4,BuOH-BuOH-3	0.0	0.1	0.6	-0.11
Mal-Mal-4,BuOH-BuOH-4	0.0	0.1	0.7	-0.07
Mal-Mal-4,BuOH-BuOH-5	0.0	0.1	0.5	-0.11
Mal-Mal-5,BuOH-BuOH-1	0.0	0.2	0.8	-0.18
Mal-Mal-5,BuOH-BuOH-2	0.0	0.1	0.8	-0.17
Mal-Mal-5,BuOH-BuOH-3	0.0	0.1	0.8	-0.17
Mal-Mal-5,BuOH-BuOH-4	0.0	0.2	1.2	-0.15
Mal-Mal-5,BuOH-BuOH-5	0.0	0.2	0.9	-0.23
Mal-Mal-1,CPC-CPC-1	0.0	0.1	1.2	-0.08
Mal-Mal-1,CPC-CPC-2	0.0	0.1	0.9	-0.17
Mal-Mal-1,CPC-CPC-3	0.0	0.2	1.0	-0.19
Mal-Mal-1,CPC-CPC-4	0.0	0.1	0.8	-0.15
Mal-Mal-1,CPC-CPC-5	0.0	0.1	0.9	-0.15
Mal-Mal-2,CPC-CPC-1	0.0	0.0	0.8	-0.04
Mal-Mal-2,CPC-CPC-2	0.0	0.1	0.6	-0.10
Mal-Mal-2,CPC-CPC-3	0.0	0.1	0.7	-0.11
Mal-Mal-2,CPC-CPC-4	0.0	0.0	0.3	-0.05
Mal-Mal-2,CPC-CPC-5	0.0	0.0	0.4	-0.07
Mal-Mal-3,CPC-CPC-1	0.0	0.1	0.8	-0.11
Mal-Mal-3,CPC-CPC-2	4.2	0.3	1.0	3.89
Mal-Mal-3,CPC-CPC-3	0.0	0.2	1.0	-0.24
Mal-Mal-3,CPC-CPC-4	4.3	0.2	1.0	4.11
Mal-Mal-3,CPC-CPC-5	4.2	0.3	1.1	3.54
Mal-Mal-4,CPC-CPC-1	0.0	0.0	0.8	-0.04
Mal-Mal-4,CPC-CPC-2	0.0	0.0	0.4	-0.06
Mal-Mal-4,CPC-CPC-3	0.0	0.1	0.7	-0.11
Mal-Mal-4,CPC-CPC-4	0.0	0.0	0.3	-0.05
Mal-Mal-4,CPC-CPC-5	0.0	0.0	0.3	-0.05
Mal-Mal-5,CPC-CPC-1	0.0	0.1	1.3	-0.11
Mal-Mal-5,CPC-CPC-2	0.0	0.2	1.0	-0.19
Mal-Mal-5,CPC-CPC-3	0.0	0.2	1.0	-0.18
Mal-Mal-5,CPC-CPC-4	10.5	0.2	1.0	10.26
Mal-Mal-5,CPC-CPC-5	10.3	0.2	0.9	10.85
MCL-MCL-1,Cro-Cro-1	0.0	0.4	0.9	-0.40
MCL-MCL-1,Cro-Cro-2	2.4	0.4	0.9	2.20
MCL-MCL-1,Cro-Cro-3	0.0	0.3	1.2	-0.28
MCL-MCL-1,Cro-Cro-4	0.0	0.4	1.0	-0.37
MCL-MCL-1,Cro-Cro-5	0.0	0.3	1.0	-0.30
MCL-MCL-2,Cro-Cro-1	0.0	0.2	0.8	-0.26
MCL-MCL-2,Cro-Cro-2	2.7	0.2	0.8	3.04
MCL-MCL-2,Cro-Cro-3	0.0	0.2	1.2	-0.20
MCL-MCL-2,Cro-Cro-4	0.0	0.2	0.8	-0.28
MCL-MCL-2,Cro-Cro-5	0.0	0.3	1.1	-0.25
MCL-MCL-3,Cro-Cro-1	2.3	0.4	1.0	1.85
MCL-MCL-3,Cro-Cro-2	4.6	0.5	1.0	4.13
MCL-MCL-3,Cro-Cro-3	0.0	0.2	1.0	-0.25
MCL-MCL-3,Cro-Cro-4	2.5	0.4	0.9	2.33
MCL-MCL-3,Cro-Cro-5	0.0	0.3	1.0	-0.33
MCL-MCL-4,Cro-Cro-1	1.9	0.6	1.1	1.27
MCL-MCL-4,Cro-Cro-2	3.8	0.5	1.0	3.35
MCL-MCL-4,Cro-Cro-3	0.0	0.3	1.0	-0.35
MCL-MCL-4,Cro-Cro-4	2.1	0.6	1.1	1.40
MCL-MCL-4,Cro-Cro-5	0.0	0.4	1.1	-0.42
MCL-MCL-5,Cro-Cro-1	0.0	0.4	1.0	-0.41
MCL-MCL-5,Cro-Cro-2	0.0	0.4	1.0	-0.41
MCL-MCL-5,Cro-Cro-3	0.0	0.3	1.0	-0.26
MCL-MCL-5,Cro-Cro-4	0.0	0.4	1.0	-0.41
MCL-MCL-5,Cro-Cro-5	0.0	0.4	1.1	-0.33
MCL-MCL-1,MG-MG-1	2.7	0.3	0.8	2.92
MCL-MCL-1,MG-MG-2	0.0	0.2	0.8	-0.24
MCL-MCL-1,MG-MG-3	3.3	0.2	0.9	3.42
MCL-MCL-1,MG-MG-4	3.1	0.3	1.0	2.82
MCL-MCL-1,MG-MG-5	0.0	0.2	0.9	-0.24
MCL-MCL-2,MG-MG-1	0.0	0.2	0.8	-0.27
MCL-MCL-2,MG-MG-2	0.0	0.1	0.7	-0.19
MCL-MCL-2,MG-MG-3	0.0	0.2	0.8	-0.21
MCL-MCL-2,MG-MG-4	7.3	0.2	0.9	7.72
MCL-MCL-2,MG-MG-5	0.0	0.1	0.6	-0.14
MCL-MCL-3,MG-MG-1	0.0	0.4	1.0	-0.38
MCL-MCL-3,MG-MG-2	0.0	0.3	0.9	-0.31
MCL-MCL-3,MG-MG-3	0.0	0.4	1.1	-0.35
MCL-MCL-3,MG-MG-4	2.9	0.4	1.0	2.49
MCL-MCL-3,MG-MG-5	0.0	0.4	1.0	-0.34
MCL-MCL-4,MG-MG-1	0.0	0.5	1.0	-0.50
MCL-MCL-4,MG-MG-2	0.0	0.4	0.9	-0.41
MCL-MCL-4,MG-MG-3	0.0	0.4	1.0	-0.39
MCL-MCL-4,MG-MG-4	2.3	0.5	1.1	1.73
MCL-MCL-4,MG-MG-5	0.0	0.4	1.0	-0.36
MCL-MCL-5,MG-MG-1	2.6	0.3	0.8	2.79
MCL-MCL-5,MG-MG-2	0.0	0.2	0.8	-0.25
MCL-MCL-5,MG-MG-3	3.3	0.1	0.7	4.55
MCL-MCL-5,MG-MG-4	0.0	0.3	0.9	-0.30
MCL-MCL-5,MG-MG-5	0.0	0.1	0.7	-0.20
MCL-MCL-1,BuOH-BuOH-1	7.1	0.3	1.0	7.06
MCL-MCL-1,BuOH-BuOH-2	14.5	0.3	1.1	12.66
MCL-MCL-1,BuOH-BuOH-3	0.0	0.3	1.0	-0.27
MCL-MCL-1,BuOH-BuOH-4	0.0	0.3	1.2	-0.23
MCL-MCL-1,BuOH-BuOH-5	9.5	0.4	1.1	7.95
MCL-MCL-2,BuOH-BuOH-1	0.0	0.2	0.9	-0.22
MCL-MCL-2,BuOH-BuOH-2	0.0	0.2	1.0	-0.24
MCL-MCL-2,BuOH-BuOH-3	0.0	0.2	1.0	-0.24
MCL-MCL-2,BuOH-BuOH-4	0.0	0.2	1.0	-0.15
MCL-MCL-2,BuOH-BuOH-5	0.0	0.3	1.0	-0.27
MCL-MCL-3,BuOH-BuOH-1	0.0	0.3	1.0	-0.28
MCL-MCL-3,BuOH-BuOH-2	6.8	0.3	1.0	6.30
MCL-MCL-3,BuOH-BuOH-3	3.3	0.3	1.0	2.98
MCL-MCL-3,BuOH-BuOH-4	4.7	0.2	1.0	4.23
MCL-MCL-3,BuOH-BuOH-5	6.0	0.4	1.1	5.04
MCL-MCL-4,BuOH-BuOH-1	0.0	0.4	1.1	-0.40
MCL-MCL-4,BuOH-BuOH-2	2.6	0.4	1.1	2.05
MCL-MCL-4,BuOH-BuOH-3	0.0	0.4	1.0	-0.39
MCL-MCL-4,BuOH-BuOH-4	0.0	0.2	0.9	-0.27
MCL-MCL-4,BuOH-BuOH-5	7.1	0.5	1.1	5.89
MCL-MCL-5,BuOH-BuOH-1	7.0	0.3	1.1	6.19
MCL-MCL-5,BuOH-BuOH-2	14.3	0.4	1.2	11.39
MCL-MCL-5,BuOH-BuOH-3	0.0	0.4	1.1	-0.32
MCL-MCL-5,BuOH-BuOH-4	0.0	0.2	1.0	-0.20
MCL-MCL-5,BuOH-BuOH-5	18.8	0.5	1.2	14.74
MCL-MCL-1,CPC-CPC-1	0.0	0.1	0.9	-0.15
MCL-MCL-1,CPC-CPC-2	0.0	0.3	1.0	-0.27
MCL-MCL-1,CPC-CPC-3	0.0	0.3	1.1	-0.29
MCL-MCL-1,CPC-CPC-4	3.8	0.2	0.9	3.92
MCL-MCL-1,CPC-CPC-5	3.8	0.2	1.0	3.70
MCL-MCL-2,CPC-CPC-1	0.0	0.1	1.1	-0.12
MCL-MCL-2,CPC-CPC-2	0.0	0.2	1.0	-0.22
MCL-MCL-2,CPC-CPC-3	0.0	0.2	1.1	-0.23
MCL-MCL-2,CPC-CPC-4	0.0	0.2	0.9	-0.19
MCL-MCL-2,CPC-CPC-5	0.0	0.1	0.8	-0.16
MCL-MCL-3,CPC-CPC-1	0.0	0.1	0.8	-0.14
MCL-MCL-3,CPC-CPC-2	0.0	0.3	1.0	-0.27
MCL-MCL-3,CPC-CPC-3	0.0	0.3	1.1	-0.31
MCL-MCL-3,CPC-CPC-4	7.1	0.3	1.1	6.23
MCL-MCL-3,CPC-CPC-5	7.0	0.3	1.1	6.11
MCL-MCL-4,CPC-CPC-1	0.0	0.1	0.8	-0.19
MCL-MCL-4,CPC-CPC-2	0.0	0.4	1.0	-0.39
MCL-MCL-4,CPC-CPC-3	2.7	0.5	1.1	2.03
MCL-MCL-4,CPC-CPC-4	5.5	0.4	1.0	4.93
MCL-MCL-4,CPC-CPC-5	5.4	0.4	1.0	4.89
MCL-MCL-5,CPC-CPC-1	0.0	0.2	1.0	-0.16
MCL-MCL-5,CPC-CPC-2	0.0	0.3	1.0	-0.27
MCL-MCL-5,CPC-CPC-3	0.0	0.3	1.1	-0.28
MCL-MCL-5,CPC-CPC-4	7.5	0.2	0.9	8.45
MCL-MCL-5,CPC-CPC-5	7.4	0.2	0.9	8.30
Cro-Cro-1,MG-MG-1	10.8	0.6	1.1	9.64
Cro-Cro-1,MG-MG-2	10.4	0.5	1.0	10.05
Cro-Cro-1,MG-MG-3	16.7	0.6	1.1	14.49
Cro-Cro-1,MG-MG-4	7.9	0.6	1.1	6.71
Cro-Cro-1,MG-MG-5	8.7	0.5	1.0	8.11
Cro-Cro-2,MG-MG-1	3.6	0.6	1.0	2.90
Cro-Cro-2,MG-MG-2	4.1	0.5	1.1	3.33
Cro-Cro-2,MG-MG-3	10.3	0.5	1.0	9.76
Cro-Cro-2,MG-MG-4	5.9	0.6	1.1	4.84
Cro-Cro-2,MG-MG-5	2.2	0.5	1.0	1.75
Cro-Cro-3,MG-MG-1	2.7	0.3	0.9	2.67
Cro-Cro-3,MG-MG-2	3.3	0.3	0.9	3.32
Cro-Cro-3,MG-MG-3	13.3	0.2	0.8	15.91
Cro-Cro-3,MG-MG-4	0.0	0.4	1.0	-0.35
Cro-Cro-3,MG-MG-5	0.0	0.2	0.9	-0.26
Cro-Cro-4,MG-MG-1	0.0	0.5	0.9	-0.54
Cro-Cro-4,MG-MG-2	0.0	0.4	0.9	-0.47
Cro-Cro-4,MG-MG-3	6.7	0.4	0.9	6.55
Cro-Cro-4,MG-MG-4	0.0	0.5	1.0	-0.49
Cro-Cro-4,MG-MG-5	0.0	0.4	0.9	-0.42
Cro-Cro-5,MG-MG-1	2.3	0.3	0.9	2.23
Cro-Cro-5,MG-MG-2	0.0	0.2	0.8	-0.29
Cro-Cro-5,MG-MG-3	8.5	0.2	0.8	10.57
Cro-Cro-5,MG-MG-4	2.6	0.4	1.0	2.15
Cro-Cro-5,MG-MG-5	0.0	0.2	0.8	-0.25
Cro-Cro-1,BuOH-BuOH-1	8.7	0.5	1.0	8.15
Cro-Cro-1,BuOH-BuOH-2	4.4	0.5	1.0	3.96
Cro-Cro-1,BuOH-BuOH-3	8.7	0.4	1.0	8.37
Cro-Cro-1,BuOH-BuOH-4	5.3	0.3	0.9	5.95
Cro-Cro-1,BuOH-BuOH-5	4.0	0.5	1.0	3.48
Cro-Cro-2,BuOH-BuOH-1	4.3	0.5	1.0	3.78
Cro-Cro-2,BuOH-BuOH-2	4.3	0.5	1.0	3.71
Cro-Cro-2,BuOH-BuOH-3	6.5	0.5	1.0	5.93
Cro-Cro-2,BuOH-BuOH-4	5.3	0.3	0.9	5.36
Cro-Cro-2,BuOH-BuOH-5	4.0	0.5	1.0	3.51
Cro-Cro-3,BuOH-BuOH-1	10.7	0.3	1.0	10.41
Cro-Cro-3,BuOH-BuOH-2	7.3	0.3	1.0	7.03
Cro-Cro-3,BuOH-BuOH-3	7.1	0.4	1.1	5.98
Cro-Cro-3,BuOH-BuOH-4	10.3	0.2	1.0	9.88
Cro-Cro-3,BuOH-BuOH-5	6.3	0.3	1.1	5.70
Cro-Cro-4,BuOH-BuOH-1	2.3	0.5	1.1	1.62
Cro-Cro-4,BuOH-BuOH-2	2.4	0.4	1.0	1.90
Cro-Cro-4,BuOH-BuOH-3	2.3	0.5	1.1	1.69
Cro-Cro-4,BuOH-BuOH-4	2.9	0.3	0.9	3.09
Cro-Cro-4,BuOH-BuOH-5	2.2	0.6	1.1	1.44
Cro-Cro-5,BuOH-BuOH-1	6.0	0.5	1.1	4.83
Cro-Cro-5,BuOH-BuOH-2	6.1	0.4	1.2	4.83
Cro-Cro-5,BuOH-BuOH-3	6.0	0.4	1.1	5.14
Cro-Cro-5,BuOH-BuOH-4	4.0	0.3	1.0	3.73
Cro-Cro-5,BuOH-BuOH-5	5.4	0.6	1.3	3.85
Cro-Cro-1,CPC-CPC-1	0.0	0.1	0.6	-0.21
Cro-Cro-1,CPC-CPC-2	9.0	0.4	1.0	8.90
Cro-Cro-1,CPC-CPC-3	2.3	0.4	1.0	1.96
Cro-Cro-1,CPC-CPC-4	11.4	0.4	1.0	11.32
Cro-Cro-1,CPC-CPC-5	13.5	0.5	1.0	12.83
Cro-Cro-2,CPC-CPC-1	0.0	0.1	0.7	-0.23
Cro-Cro-2,CPC-CPC-2	8.9	0.4	0.9	9.14
Cro-Cro-2,CPC-CPC-3	0.0	0.4	1.0	-0.43
Cro-Cro-2,CPC-CPC-4	11.2	0.4	1.0	10.83
Cro-Cro-2,CPC-CPC-5	11.1	0.4	0.9	11.58
Cro-Cro-3,CPC-CPC-1	0.0	0.1	0.8	-0.13
Cro-Cro-3,CPC-CPC-2	7.5	0.3	1.0	7.19
Cro-Cro-3,CPC-CPC-3	0.0	0.3	1.1	-0.29
Cro-Cro-3,CPC-CPC-4	7.7	0.2	0.9	8.53
Cro-Cro-3,CPC-CPC-5	7.5	0.2	0.9	8.23
Cro-Cro-4,CPC-CPC-1	0.0	0.2	0.7	-0.22
Cro-Cro-4,CPC-CPC-2	2.4	0.5	1.0	1.85
Cro-Cro-4,CPC-CPC-3	0.0	0.4	1.0	-0.42
Cro-Cro-4,CPC-CPC-4	7.3	0.4	1.0	6.81
Cro-Cro-4,CPC-CPC-5	7.2	0.4	0.9	7.50
Cro-Cro-5,CPC-CPC-1	0.0	0.2	0.9	-0.19
Cro-Cro-5,CPC-CPC-2	3.1	0.3	1.0	2.95
Cro-Cro-5,CPC-CPC-3	3.2	0.4	1.1	2.45
Cro-Cro-5,CPC-CPC-4	3.2	0.2	0.9	3.26
Cro-Cro-5,CPC-CPC-5	3.1	0.2	0.9	3.30
MG-MG-1,BuOH-BuOH-1	32.9	0.5	1.0	31.07
MG-MG-1,BuOH-BuOH-2	2.4	0.4	0.9	2.13
MG-MG-1,BuOH-BuOH-3	16.5	0.4	1.0	16.48
MG-MG-1,BuOH-BuOH-4	2.9	0.3	0.9	3.07
MG-MG-1,BuOH-BuOH-5	2.2	0.4	0.9	2.03
MG-MG-2,BuOH-BuOH-1	40.0	0.4	1.0	38.23
MG-MG-2,BuOH-BuOH-2	5.8	0.2	0.8	6.73
MG-MG-2,BuOH-BuOH-3	20.0	0.3	0.9	21.03
MG-MG-2,BuOH-BuOH-4	7.5	0.3	1.0	7.44
MG-MG-2,BuOH-BuOH-5	2.6	0.2	0.7	3.20
MG-MG-3,BuOH-BuOH-1	40.0	0.5	1.1	35.37
MG-MG-3,BuOH-BuOH-2	8.7	0.3	0.9	9.04
MG-MG-3,BuOH-BuOH-3	22.9	0.3	0.9	24.20
MG-MG-3,BuOH-BuOH-4	11.3	0.2	0.9	12.38
MG-MG-3,BuOH-BuOH-5	5.2	0.2	0.7	6.98
MG-MG-4,BuOH-BuOH-1	32.0	0.4	1.0	31.46
MG-MG-4,BuOH-BuOH-2	8.1	0.4	1.0	7.94
MG-MG-4,BuOH-BuOH-3	18.7	0.4	1.1	17.32
MG-MG-4,BuOH-BuOH-4	0.0	0.2	0.9	-0.25
MG-MG-4,BuOH-BuOH-5	0.0	0.4	1.0	-0.42
MG-MG-5,BuOH-BuOH-1	36.4	0.4	1.1	32.42
MG-MG-5,BuOH-BuOH-2	0.0	0.2	0.8	-0.28
MG-MG-5,BuOH-BuOH-3	15.2	0.3	1.0	15.21
MG-MG-5,BuOH-BuOH-4	0.0	0.2	0.9	-0.23
MG-MG-5,BuOH-BuOH-5	0.0	0.2	0.7	-0.27
MG-MG-1,CPC-CPC-1	0.0	0.1	0.7	-0.20
MG-MG-1,CPC-CPC-2	24.4	0.5	1.0	22.87
MG-MG-1,CPC-CPC-3	17.3	0.4	1.0	17.21
MG-MG-1,CPC-CPC-4	14.8	0.5	1.2	12.26
MG-MG-1,CPC-CPC-5	19.5	0.5	1.2	16.49
MG-MG-2,CPC-CPC-1	0.0	0.1	0.8	-0.16
MG-MG-2,CPC-CPC-2	26.9	0.4	1.0	25.39
MG-MG-2,CPC-CPC-3	18.2	0.4	1.0	17.09
MG-MG-2,CPC-CPC-4	15.2	0.5	1.2	11.99
MG-MG-2,CPC-CPC-5	20.9	0.5	1.3	15.78
MG-MG-3,CPC-CPC-1	0.0	0.2	0.9	-0.22
MG-MG-3,CPC-CPC-2	29.9	0.4	1.1	25.64
MG-MG-3,CPC-CPC-3	21.2	0.4	1.1	19.81
MG-MG-3,CPC-CPC-4	21.2	0.5	1.2	17.31
MG-MG-3,CPC-CPC-5	29.9	0.6	1.3	22.40
MG-MG-4,CPC-CPC-1	0.0	0.1	0.7	-0.18
MG-MG-4,CPC-CPC-2	22.2	0.4	1.0	21.22
MG-MG-4,CPC-CPC-3	22.5	0.4	1.0	22.29
MG-MG-4,CPC-CPC-4	14.1	0.4	1.0	13.95
MG-MG-4,CPC-CPC-5	19.4	0.4	1.1	17.31
MG-MG-5,CPC-CPC-1	0.0	0.1	0.8	-0.16
MG-MG-5,CPC-CPC-2	22.2	0.5	1.2	18.69
MG-MG-5,CPC-CPC-3	19.4	0.3	1.1	17.94
MG-MG-5,CPC-CPC-4	12.9	0.5	1.3	9.65
MG-MG-5,CPC-CPC-5	19.0	0.5	1.3	14.55
BuOH-BuOH-1,CPC-CPC-1	0.0	0.2	0.9	-0.19
BuOH-BuOH-1,CPC-CPC-2	34.9	0.3	1.1	32.91
BuOH-BuOH-1,CPC-CPC-3	22.6	0.4	1.1	19.42
BuOH-BuOH-1,CPC-CPC-4	16.1	0.3	1.0	15.84
BuOH-BuOH-1,CPC-CPC-5	22.2	0.4	1.1	19.44
BuOH-BuOH-2,CPC-CPC-1	0.0	0.1	0.8	-0.17
BuOH-BuOH-2,CPC-CPC-2	19.4	0.3	1.0	18.82
BuOH-BuOH-2,CPC-CPC-3	6.6	0.3	1.0	6.32
BuOH-BuOH-2,CPC-CPC-4	6.6	0.3	1.0	6.48
BuOH-BuOH-2,CPC-CPC-5	6.5	0.3	0.9	6.54
BuOH-BuOH-3,CPC-CPC-1	0.0	0.1	0.7	-0.14
BuOH-BuOH-3,CPC-CPC-2	25.4	0.3	1.0	25.28
BuOH-BuOH-3,CPC-CPC-3	12.9	0.4	1.1	11.71
BuOH-BuOH-3,CPC-CPC-4	9.7	0.3	1.0	9.67
BuOH-BuOH-3,CPC-CPC-5	12.7	0.3	1.0	12.01
BuOH-BuOH-4,CPC-CPC-1	0.0	0.1	0.9	-0.11
BuOH-BuOH-4,CPC-CPC-2	17.4	0.3	1.1	15.48
BuOH-BuOH-4,CPC-CPC-3	4.4	0.2	1.0	4.45
BuOH-BuOH-4,CPC-CPC-4	8.9	0.2	1.0	8.61
BuOH-BuOH-4,CPC-CPC-5	8.7	0.2	1.0	8.76
BuOH-BuOH-5,CPC-CPC-1	0.0	0.2	0.9	-0.20
BuOH-BuOH-5,CPC-CPC-2	8.6	0.3	1.0	8.41
BuOH-BuOH-5,CPC-CPC-3	2.9	0.4	1.0	2.54
BuOH-BuOH-5,CPC-CPC-4	5.8	0.3	1.0	5.70
BuOH-BuOH-5,CPC-CPC-5	5.7	0.3	1.0	5.56
